keep_YN,score,category,domain,summary,verbatim,corpus_id,anchor,link
,4,open_problem,aluminum,Water pooling on curved aluminum plate ends during rolling causes localized cooling and strength variation that produces out-of-spec thickness; the root cause mechanism and quantitative cooling dynamics deserve deeper study.,"700° aluminum, boiling water right there. Thin film of boiling water cools this down, right on the end where it collects. Now this is cooler than the main body of the plate, and so when it rolls, it doesn't roll as much, and you get something that's a little thicker on one end or the other, depending on whether you pulled your water.",CAS_Su2011_07,§8.p12,https://r-h-taylor.github.io/lectures/Ie6u7DMawBo.html?q=700%C2%B0%20aluminum%2C%20boiling%20water%20right%20there.%20Thin%20film%20of%20boili#l3-s8-p12
,4,open_problem,joining,"The mechanism by which cadmium oxide suppresses arcing in electrical contacts remains unexplained, despite its critical importance to switch safety.",If you don't put the cadmium oxide in there it can only carry seven amps. That's a fifteen amp switch. The reason it can tolerate fifteen amps rather than seven is because the cadmium oxide suppresses the arc when you shut the thing off.,CS_F2012_08,§5.p3,https://r-h-taylor.github.io/lectures/xuSw3flQyMg.html?q=If%20you%20don%27t%20put%20the%20cadmium%20oxide%20in%20there%20it%20can%20only%20carr#l3-s5-p3
,4,open_problem,fatigue,"Fatigue strength of welded high-strength steel does not improve proportionally with base metal strength, unlike static strength.","You can weld 100 ksi strength steel, but the fatigue strength is terrible. I cover this somewhere in one of the joining courses — you don't get a significant increase in fatigue strength even though you're using higher strength steel. You tend to get the same fatigue strength as if it was lower strength steel.",CS_F2012_11,§2.p3,https://r-h-taylor.github.io/lectures/kF4wXqPHw-o.html?q=You%20can%20weld%20100%20ksi%20strength%20steel%2C%20but%20the%20fatigue%20strengt#l3-s2-p3
,4,open_problem,fracture,It is unclear why gas pipelines require 80 foot-pound toughness to arrest running cracks when such toughness would theoretically prevent brittle fracture initiation altogether.,"They were looking for 80 foot-pounds in the plate to stop a running crack. Except if you're at 80 foot-pounds, you never get a brittle fracture anyway, so it never made sense to me why they needed that.",CS_F2012_13,§4.p5,https://r-h-taylor.github.io/lectures/7-ceZkCjx5w.html?q=They%20were%20looking%20for%2080%20foot-pounds%20in%20the%20plate%20to%20stop%20a%20#l3-s4-p5
,4,open_problem,other,Why corrugated stainless steel gas tubing fails from lightning strikes at rates (hundreds per year) inconsistent with electrical codes written for thicker pipe.,"The lightning protection code says anything 3/16 of an inch thick is considered self-protecting. Officially this corrugated stainless tubing isn't that thick, but no one had ever seen one perforated by lightning before — well, we get two or three hundred a year that are perforated by lightning.",CS_F2012_13,§8.p3,https://r-h-taylor.github.io/lectures/7-ceZkCjx5w.html?q=The%20lightning%20protection%20code%20says%20anything%203%2F16%20of%20an%20inch%20#l3-s8-p3
,4,open_problem,processing,"Identify copper alloys capable of withstanding extreme thermal gradients (liquid hydrogen at 20 K on one side, 2000 K Mach wind on the other) without failure.","They were going to have liquid hydrogen in the wings, and a copper alloy skin — some copper alloy they hadn't figured out. So you've got liquid hydrogen at 20° Kelvin on one side, and a half-inch or inch away you've got Mach wind blowing by at about 3,000 Fahrenheit — say 2,000 Kelvin. That's the temperature gradient between hot air and liquid hydrogen, with a material in between that, if it failed, kaboom.",CS_Su2012_03,§3.p5,https://r-h-taylor.github.io/lectures/o2XfliUT_jA.html?q=They%20were%20going%20to%20have%20liquid%20hydrogen%20in%20the%20wings%2C%20and%20a%20#l3-s3-p5
,4,open_problem,other,"Blowout preventers fail repeatedly in the oil industry, but failures are only investigated when they cause major disasters; the underlying failure mechanisms and design vulnerabilities remain poorly characterized.","But there have been plenty of BOPs — blowout preventers — that have failed. They fail all the time. I had three fail in Louisiana about a year and a half before the one in the Gulf, something I looked at. I looked into the design by the manufacturer, and it all came up empirically.",CS_Su2012_03,§10.p3,https://r-h-taylor.github.io/lectures/o2XfliUT_jA.html?q=But%20there%20have%20been%20plenty%20of%20BOPs%20%E2%80%94%20blowout%20preventers%20%E2%80%94%20th#l3-s10-p3
,4,open_problem,joining,Characterize the critical flaw size range (40–87.5% wall loss) where hydrostatic and ultrasonic inspection give conflicting pass/fail verdicts.,"Now we have a bit of conflict within the same spec, because the hydro test is only done at about 40% of yield, but the non-destructive test is looking for something that's 12 and a half percent loss. This is never-never land between 87.5% and 40%, where you could fail one but pass the other.",CS_Su2012_04,§7.p16,https://r-h-taylor.github.io/lectures/M7jStS1Pxss.html?q=Now%20we%20have%20a%20bit%20of%20conflict%20within%20the%20same%20spec%2C%20because%20#l3-s7-p16
,4,open_problem,measurement,No principled engineering method exists to distinguish between cosmetic flaws detectable by x-ray magnification and flaws that actually compromise mechanical performance in titanium welds.,"Where did they get that spec? If you take an x-ray and use a five-times magnifying glass... at high enough magnification, someone found that was the smallest flaw they could find... There was no acceptance criterion that made engineering sense. It was just what could be found.",CS_Su2012_05,§4.p9,https://r-h-taylor.github.io/lectures/7KFTHxDcJwY.html?q=Where%20did%20they%20get%20that%20spec%3F%20If%20you%20take%20an%20x-ray%20and%20use%20a#l3-s4-p9
,4,open_problem,other,"Carbon nanotubes fail at 1/10 theoretical strength due to atomic vacancies, but the actual mechanism and quantitative relationship between defect types and strength loss remains unclear.","A carbon nanotube should have two or three million PSI strength. That's only true if you don't have a vacancy. If you have an atomic vacancy, then it's just like having a defect. If you really made a real carbon nanotube, it would fail at 1/10 the theoretical strength.",DP_S2012_01,§9.p2,https://r-h-taylor.github.io/lectures/WdHzBSOyinU.html?q=A%20carbon%20nanotube%20should%20have%20two%20or%20three%20million%20PSI%20stren#l3-s9-p2
,4,open_problem,other,"Unclear whether vacancy formation in carbon nanotubes at operating temperatures fundamentally limits their use as structural materials, as it does in bulk metals.","I know that if you have a vacancy — and if you're a materials scientist you know that at any temperature above absolute zero you will have vacancies in the material. You can prove that, second law of thermodynamics. You will have a mixture of atoms and vacancies at any temperature above absolute zero.",DP_S2012_01,§9.p4,https://r-h-taylor.github.io/lectures/WdHzBSOyinU.html?q=I%20know%20that%20if%20you%20have%20a%20vacancy%20%E2%80%94%20and%20if%20you%27re%20a%20material#l3-s9-p4
,4,open_problem,measurement,The fundamental physical limit controlling manufacturing tolerances at the 10^-4 level remains unknown.,"No one knows what the fundamental limitation is. [regarding why tolerances cannot exceed one part in 10^5, or why polishing/lapping/honing maxes out at ~two parts in ten thousand]",DP_S2012_03,§1.p2,https://r-h-taylor.github.io/lectures/cjom37YsqTM.html?q=No%20one%20knows%20what%20the%20fundamental%20limitation%20is.%20%5Bregarding%20#l3-s1-p2
,4,open_problem,processing,"Characterize the mechanisms driving dead zone formation and shear banding in extrusion of different alloys, and how material properties (work-hardening behavior) determine the deformation pattern.",Look at the dead zones. Copper has a little dead zone — you can see the grain refinement. This is a reduction ratio of about 85% on both. But look at the shear bands in the brass. The different work hardening between copper and brass gives you a very different pattern and these dead zones.,DP_S2012_04,§9.p2,https://r-h-taylor.github.io/lectures/YErlfj2xGQo.html?q=Look%20at%20the%20dead%20zones.%20Copper%20has%20a%20little%20dead%20zone%20%E2%80%94%20you%20#l3-s9-p2
,4,open_problem,processing,"Predict or control the folding and inversion behavior of fluid elements in static mixer geometries, which chemical engineers typically misinterpret through boundary-layer thinking rather than as a deformation instability.","He's a chemical engineer. In his mind — and if you read some of the stuff, he explains this in terms of a boundary layer, because a chemical engineer or a mechanical engineer understands boundary layers and they think of the world in terms of boundary layers.",DP_S2012_04,§9.p9,https://r-h-taylor.github.io/lectures/YErlfj2xGQo.html?q=He%27s%20a%20chemical%20engineer.%20In%20his%20mind%20%E2%80%94%20and%20if%20you%20read%20some#l3-s9-p9
,4,open_problem,welding,"Current flow behavior through copper-steel couples changes fundamentally when steel passes the Curie temperature and loses ferromagnetism, but the coupled electromagnetic-diffusion problem remains incompletely characterized.","I had a problem once which was a problem in current flow through copper and steel when we were doing welding. The steel would go past the Curie temperature and become non-ferromagnetic, and that's going to really affect the way the current flows through the thing.",DP_S2012_04,§9.p10,https://r-h-taylor.github.io/lectures/YErlfj2xGQo.html?q=I%20had%20a%20problem%20once%20which%20was%20a%20problem%20in%20current%20flow%20thr#l3-s9-p10
,4,open_problem,processing,The physics of why light deformation passes (under 9% reduction) can create worse downstream stresses than aggressive passes (35-40% reduction) in drawing operations.,"Some of the dies at 40% might be cracking, giving high failure rates. The other ones at 9% could have been setting up stresses that actually could have been bad later on. Remember, I told you, you want to get a fair amount of deformation in. You don't want to do these little light passes. They can do more harm than good.",DP_S2012_06,§6.p3,https://r-h-taylor.github.io/lectures/K4LxKVNarnM.html?q=Some%20of%20the%20dies%20at%2040%25%20might%20be%20cracking%2C%20giving%20high%20failu#l3-s6-p3
